idade,horas_sono,passos_diarios,horas_sentado,freq_exercicio_semana,imc,horas_tela,consumo_agua_litros,cor_roupa_favorita,nivel_atividade
26,5.9,9200.0,9.2,2.0,18.7,4.4,,Azul,Moderadamente_Ativo
25,7.4,8097.0,7.8,3.0,20.3,7.3,1.8,Roxo,Moderadamente_Ativo
31,7.6,12872.0,1.5,4.0,24.1,1.9,3.2,Vermelho,Ativo
34,7.6,5714.0,8.3,3.0,24.3,6.7,,Azul,Moderadamente_Ativo
68,7.4,,6.4,3.0,18.0,5.7,2.8,Verde,Moderadamente_Ativo
27,8.2,6434.0,5.0,3.0,,6.6,2.3,Vermelho,Moderadamente_Ativo
46,6.7,2453.0,8.7,0.0,27.1,6.0,0.9,Roxo,Sedentario
27,8.3,15026.0,4.7,5.0,20.9,3.2,2.5,Vermelho,Ativo
38,6.6,6928.0,8.4,2.0,20.7,5.3,2.3,Amarelo,Moderadamente_Ativo
53,6.5,7014.0,5.9,2.0,24.0,5.0,2.4,Azul,Moderadamente_Ativo
41,7.5,2797.0,11.3,0.0,28.2,6.6,1.0,Azul,Sedentario
42,7.5,4069.0,6.9,3.0,22.5,4.0,2.8,Azul,Moderadamente_Ativo
29,8.2,13925.0,3.8,5.0,20.5,2.5,3.2,Roxo,Ativo
21,8.9,14386.0,2.6,6.0,22.1,2.9,2.8,Cinza,Ativo
36,8.0,12365.0,4.4,5.0,25.2,1.0,3.0,Branco,Ativo
21,8.1,7144.0,5.7,2.0,25.2,4.4,3.0,Amarelo,Moderadamente_Ativo
22,7.9,,5.6,4.0,23.5,1.1,2.7,Azul,Ativo
47,5.7,2027.0,10.3,0.0,26.0,8.7,1.1,Azul,Sedentario
44,7.3,6293.0,5.5,3.0,25.1,3.3,2.5,Azul,Moderadamente_Ativo
30,6.4,7232.0,6.7,3.0,22.9,3.1,,Roxo,Moderadamente_Ativo
50,,1503.0,11.7,0.0,28.8,11.5,0.7,Preto,Sedentario
30,8.6,12373.0,4.8,4.0,22.5,3.7,2.9,Cinza,Ativo
19,6.9,11681.0,4.0,5.0,20.9,1.9,3.2,Branco,Ativo
34,8.9,12375.0,5.8,6.0,22.9,4.1,2.7,Roxo,Ativo
39,7.5,6018.0,10.1,3.0,,5.2,2.1,Preto,Moderadamente_Ativo
29,6.2,10000.0,5.1,4.0,23.2,4.9,1.8,Branco,Moderadamente_Ativo
51,5.7,3858.0,9.9,,27.4,10.9,1.9,Azul,Sedentario
54,5.1,2219.0,8.2,0.0,31.9,7.7,1.7,Preto,Sedentario
27,9.5,30000.0,1.0,7.0,16.8,0.6,5.0,Verde,Ativo
54,7.4,2983.0,11.1,0.0,22.2,9.2,1.2,Vermelho,Sedentario
22,8.0,8378.0,3.4,4.0,21.3,3.9,2.9,Preto,Ativo
34,5.0,384.0,9.4,0.0,27.6,7.8,,Verde,Sedentario
40,6.9,7088.0,7.2,2.0,21.5,5.5,2.0,Verde,Moderadamente_Ativo
57,9.1,2584.0,12.8,0.0,29.6,6.1,1.4,Verde,Sedentario
22,8.4,12924.0,4.4,4.0,24.1,2.3,3.2,Verde,Ativo
52,7.0,7119.0,8.0,4.0,22.6,4.1,1.6,Preto,Moderadamente_Ativo
60,6.5,2218.0,10.2,0.0,29.0,9.7,1.1,Verde,Sedentario
28,6.8,6623.0,8.2,4.0,23.5,4.9,1.5,Branco,Moderadamente_Ativo
20,8.0,3456.0,7.0,2.0,23.0,3.7,1.0,Vermelho,Moderadamente_Ativo
35,,12826.0,1.8,5.0,22.9,3.2,3.0,Azul,Ativo
26,8.8,13525.0,6.4,4.0,17.7,1.4,2.9,Preto,Ativo
47,7.8,6527.0,8.7,3.0,26.5,4.4,1.8,Branco,Moderadamente_Ativo
40,8.8,6609.0,5.9,2.0,23.9,4.4,3.1,Roxo,Moderadamente_Ativo
25,,14702.0,3.5,5.0,19.8,6.7,2.2,Roxo,Ativo
39,8.5,8006.0,7.7,3.0,23.5,3.3,2.2,Preto,Moderadamente_Ativo
55,4.4,2353.0,8.8,0.0,29.4,7.1,0.9,Amarelo,Sedentario
45,6.9,7842.0,7.1,2.0,24.3,4.6,2.2,Preto,Moderadamente_Ativo
53,5.6,2382.0,13.5,1.0,31.0,8.6,,Branco,Sedentario
49,5.4,3162.0,12.6,0.0,26.3,8.6,1.6,Branco,Sedentario
60,7.8,5805.0,8.0,4.0,24.4,2.5,2.0,Preto,Moderadamente_Ativo
39,8.6,,2.2,4.0,20.5,2.9,2.9,Roxo,Ativo
49,7.4,3173.0,12.2,0.0,24.4,11.1,0.6,Branco,Sedentario
35,8.1,6272.0,5.8,2.0,23.1,4.9,2.4,Cinza,Moderadamente_Ativo
41,7.0,12201.0,5.3,5.0,20.8,1.3,3.5,Roxo,Ativo
42,8.1,7362.0,8.4,2.0,23.5,2.5,,Cinza,Moderadamente_Ativo
67,5.9,3319.0,8.8,0.0,23.3,8.6,1.4,Vermelho,Sedentario
34,7.4,1735.0,14.2,0.0,30.0,7.1,1.4,Vermelho,Sedentario
28,7.1,5398.0,7.2,2.0,19.1,6.8,1.6,Azul,Moderadamente_Ativo
47,7.4,,12.6,0.0,27.4,6.9,0.4,Cinza,Sedentario
39,5.5,2382.0,12.1,0.0,27.6,9.7,0.4,Vermelho,Sedentario
48,9.2,6474.0,8.1,,21.7,7.5,1.6,Amarelo,Moderadamente_Ativo
35,7.1,2842.0,7.3,0.0,28.9,7.6,1.0,Vermelho,Sedentario
44,7.2,4155.0,8.3,1.0,35.0,9.5,1.3,Preto,Sedentario
23,9.8,28000.0,1.2,7.0,17.2,0.8,4.8,Azul,Ativo
56,6.5,6315.0,7.3,3.0,23.2,6.7,1.1,Preto,Moderadamente_Ativo
25,8.7,9805.0,5.2,5.0,22.4,2.3,2.2,Azul,Ativo
47,8.6,14899.0,5.2,4.0,22.7,1.4,2.3,Preto,Ativo
32,8.2,5832.0,6.4,3.0,24.9,2.9,2.2,Branco,Moderadamente_Ativo
39,6.6,2744.0,8.4,0.0,33.7,9.7,0.7,Cinza,Sedentario
65,8.2,8990.0,5.5,2.0,26.1,5.8,2.3,Cinza,Moderadamente_Ativo
23,8.7,11380.0,4.0,6.0,18.8,,3.1,Amarelo,Ativo
50,,6544.0,5.5,,23.3,6.2,2.1,Verde,Moderadamente_Ativo
28,8.2,,3.9,5.0,19.2,2.1,2.8,Amarelo,Ativo
44,6.4,3009.0,11.2,0.0,30.7,12.3,1.1,Verde,Sedentario
58,7.3,2692.0,7.9,1.0,,9.4,0.5,Cinza,Sedentario
33,5.2,1906.0,10.2,0.0,32.2,7.1,0.5,Preto,Sedentario
27,6.9,,3.8,6.0,23.1,3.3,3.6,Roxo,Ativo
18,8.8,11601.0,4.3,4.0,21.1,2.3,2.6,Cinza,Ativo
45,6.6,3883.0,12.7,0.0,26.7,8.3,0.4,Verde,Sedentario
50,4.7,,12.5,0.0,24.5,8.9,1.7,Azul,Sedentario
18,8.3,6100.0,6.9,3.0,28.8,5.2,1.9,Azul,Moderadamente_Ativo
35,5.3,2061.0,9.7,0.0,34.5,,1.1,Preto,Sedentario
55,6.8,2223.0,11.0,0.0,31.5,8.4,0.7,Amarelo,Sedentario
24,8.0,14410.0,3.4,,19.6,3.8,3.1,Amarelo,Ativo
26,7.3,12468.0,3.4,5.0,23.0,3.6,2.6,Verde,Ativo
60,8.5,6653.0,9.5,2.0,26.2,5.0,2.3,Vermelho,Moderadamente_Ativo
24,6.4,6580.0,6.0,2.0,20.5,4.3,1.5,Vermelho,Moderadamente_Ativo
36,6.7,3717.0,12.4,1.0,27.1,6.9,1.0,Roxo,Sedentario
53,8.0,5101.0,5.2,2.0,23.0,4.7,2.4,Verde,Moderadamente_Ativo
37,7.9,13036.0,1.9,4.0,23.6,1.5,3.0,Vermelho,Ativo
31,7.5,6950.0,4.2,4.0,22.7,3.8,2.2,Vermelho,Moderadamente_Ativo
22,9.1,13122.0,3.8,5.0,23.4,7.3,2.7,Vermelho,Ativo
29,6.8,3142.0,12.7,0.0,27.9,8.9,1.9,Roxo,Sedentario
33,9.0,12875.0,4.3,6.0,24.4,2.8,2.7,Amarelo,Ativo
51,7.2,2825.0,11.9,0.0,30.1,9.3,1.3,Branco,Sedentario
19,6.3,8368.0,8.8,2.0,20.2,6.6,2.1,Preto,Moderadamente_Ativo
19,4.5,80.0,15.5,0.0,46.3,13.5,0.4,Preto,Sedentario
23,7.4,11540.0,3.9,5.0,18.6,2.3,3.0,Branco,Ativo
28,5.0,2082.0,9.4,,20.4,9.4,1.2,Cinza,Sedentario
18,7.8,8429.0,6.2,3.0,29.4,4.6,1.9,Amarelo,Moderadamente_Ativo
22,,12013.0,3.8,5.0,20.9,3.0,2.9,Vermelho,Ativo
46,8.1,7402.0,8.8,2.0,21.0,6.0,2.1,Cinza,Moderadamente_Ativo
35,8.4,7927.0,6.2,3.0,26.1,1.5,2.5,Preto,Moderadamente_Ativo
25,7.7,8302.0,7.4,,25.7,4.9,2.3,Roxo,Moderadamente_Ativo
30,7.8,10745.0,3.9,5.0,20.8,1.8,2.9,Preto,Ativo
28,7.5,14268.0,3.4,4.0,21.0,1.8,2.1,Cinza,Ativo
34,8.4,11349.0,3.3,4.0,18.4,,2.9,Branco,Ativo
34,6.7,1917.0,10.4,0.0,27.5,7.9,0.8,Branco,Sedentario
35,9.6,13716.0,1.0,5.0,21.9,3.7,,Cinza,Ativo
43,6.7,8266.0,7.9,3.0,20.9,,2.1,Azul,Moderadamente_Ativo
46,6.7,2301.0,11.7,1.0,23.6,9.9,1.3,Amarelo,Sedentario
29,7.9,8169.0,6.8,2.0,22.2,4.6,2.6,Roxo,Moderadamente_Ativo
54,7.3,3500.0,5.1,2.0,27.1,4.6,2.6,Amarelo,Moderadamente_Ativo
27,7.1,13503.0,4.9,6.0,19.8,2.6,2.4,Cinza,Ativo
38,6.7,2224.0,10.5,0.0,25.3,10.6,0.9,Vermelho,Sedentario
31,6.9,,5.5,2.0,25.1,6.2,1.9,Amarelo,Moderadamente_Ativo
70,6.6,2463.0,10.6,0.0,34.2,7.7,0.6,Amarelo,Sedentario
28,7.4,6761.0,6.3,3.0,23.5,2.8,1.9,Vermelho,Moderadamente_Ativo
35,7.7,5305.0,7.2,3.0,22.7,6.5,1.9,Preto,Moderadamente_Ativo
27,7.9,9335.0,3.8,6.0,21.5,3.5,2.2,Branco,Ativo
26,6.8,7186.0,6.4,3.0,23.5,5.1,2.3,Azul,Moderadamente_Ativo
43,5.1,2088.0,11.0,0.0,25.3,9.9,1.6,Preto,Sedentario
26,5.8,2528.0,11.3,1.0,30.2,,,Vermelho,Sedentario
36,7.7,11707.0,4.6,4.0,22.7,3.1,3.0,Branco,Ativo
19,9.0,17163.0,3.8,4.0,21.9,3.8,2.6,Roxo,Ativo
22,7.9,4393.0,8.1,2.0,25.3,3.2,2.2,Amarelo,Moderadamente_Ativo
39,4.6,1807.0,10.4,0.0,34.0,5.5,1.3,Preto,Sedentario
18,7.6,12555.0,4.6,4.0,21.8,1.2,,Cinza,Ativo
50,7.5,7048.0,9.5,2.0,23.8,6.1,2.0,Azul,Moderadamente_Ativo
50,6.6,2860.0,13.3,0.0,25.8,6.3,0.8,Branco,Sedentario
32,6.6,2516.0,11.2,0.0,39.5,7.5,0.9,Branco,Sedentario
62,,2201.0,11.1,0.0,23.8,10.3,1.0,Preto,Sedentario
51,4.1,3076.0,9.8,1.0,28.6,,0.6,Vermelho,Sedentario
76,7.4,1070.0,10.6,1.0,31.8,9.0,1.5,Azul,Sedentario
46,8.2,2037.0,10.8,0.0,34.2,12.5,0.9,Cinza,Sedentario
31,7.1,14998.0,2.0,5.0,21.2,4.4,2.8,Cinza,Ativo
57,6.7,1723.0,10.4,0.0,24.3,10.9,1.5,Amarelo,Sedentario
52,7.0,4776.0,7.2,2.0,30.8,5.7,,Branco,Moderadamente_Ativo
46,6.5,3485.0,9.1,0.0,28.3,8.4,1.4,Vermelho,Sedentario
77,5.9,0.0,7.4,0.0,25.1,8.2,1.5,Verde,Sedentario
35,5.1,3079.0,9.6,0.0,30.9,10.9,1.4,Roxo,Sedentario
46,5.6,1901.0,10.6,0.0,35.5,4.3,1.5,Verde,Sedentario
39,7.1,6286.0,7.9,3.0,25.0,4.8,3.0,Amarelo,Moderadamente_Ativo
31,7.9,8253.0,4.0,5.0,25.6,4.1,4.0,Preto,Ativo
23,8.7,15963.0,5.0,4.0,22.6,1.5,3.2,Verde,Ativo
18,8.6,13405.0,3.1,5.0,18.8,3.8,2.7,Azul,Ativo
25,8.4,12722.0,4.7,4.0,18.1,3.9,2.4,Cinza,Ativo
44,7.6,6761.0,10.3,2.0,23.2,6.9,2.5,Azul,Moderadamente_Ativo
24,9.0,14946.0,3.8,5.0,23.1,2.6,3.3,Verde,Ativo
39,7.6,9332.0,2.5,5.0,20.3,2.5,2.7,Preto,Ativo
75,4.8,2767.0,9.5,0.0,31.1,10.5,1.7,Vermelho,Sedentario
53,6.0,4822.0,12.6,0.0,28.2,12.1,1.4,Vermelho,Sedentario
28,7.4,7925.0,8.4,2.0,26.3,2.6,1.7,Verde,Moderadamente_Ativo
37,7.4,,4.0,5.0,20.9,3.1,3.0,Roxo,Ativo
31,8.5,14099.0,2.7,4.0,20.1,2.9,2.8,Preto,Ativo
37,4.7,1310.0,11.3,0.0,36.6,5.2,1.8,Amarelo,Sedentario
28,8.1,12740.0,3.8,4.0,23.9,,3.1,Preto,Ativo
50,5.0,4112.0,10.7,0.0,32.2,9.3,1.2,Preto,Sedentario
28,8.4,,7.2,3.0,,4.8,1.4,Roxo,Moderadamente_Ativo
37,7.6,12015.0,4.6,4.0,20.5,1.6,3.5,Cinza,Ativo
44,6.2,2545.0,7.6,,26.3,6.9,1.0,Roxo,Sedentario
20,8.5,6856.0,6.3,3.0,23.6,6.0,2.1,Cinza,Moderadamente_Ativo
31,7.3,6842.0,6.6,2.0,23.4,3.0,2.4,Amarelo,Moderadamente_Ativo
39,6.3,4192.0,10.4,1.0,26.2,8.4,1.8,Verde,Sedentario
30,7.6,10769.0,4.6,5.0,24.3,2.4,2.7,Verde,Ativo
45,5.1,2109.0,8.5,0.0,32.4,8.0,0.8,Vermelho,Sedentario
45,6.5,2825.0,10.8,0.0,30.0,10.2,0.7,Verde,Sedentario
37,7.3,6490.0,7.0,2.0,22.6,5.3,2.3,Azul,Moderadamente_Ativo
21,8.2,14842.0,3.1,,19.7,3.8,3.1,Azul,Ativo
46,7.1,7621.0,8.7,3.0,26.3,4.9,1.9,Vermelho,Moderadamente_Ativo
42,8.4,5807.0,7.5,3.0,22.1,4.7,1.2,Roxo,Moderadamente_Ativo
39,8.4,15773.0,3.3,5.0,23.5,2.2,2.5,Roxo,Ativo
42,6.9,7463.0,9.1,3.0,26.7,,1.9,Roxo,Moderadamente_Ativo
41,6.6,5949.0,6.1,,25.7,5.4,,Branco,Moderadamente_Ativo
50,5.4,4680.0,11.0,0.0,31.0,10.2,1.3,Cinza,Sedentario
26,6.8,5860.0,7.2,2.0,20.2,4.6,1.5,Verde,Moderadamente_Ativo
32,7.5,13615.0,5.6,5.0,18.7,2.1,2.0,Branco,Ativo
40,5.8,2547.0,10.3,0.0,33.0,9.0,1.2,Cinza,Sedentario
29,8.6,15610.0,4.0,5.0,22.2,3.1,3.4,Azul,Ativo
43,7.1,5706.0,6.9,3.0,26.3,6.5,1.9,Branco,Moderadamente_Ativo
38,5.6,2409.0,11.0,0.0,31.3,,1.2,Branco,Sedentario
57,6.3,5585.0,6.5,2.0,20.9,8.4,2.2,Azul,Moderadamente_Ativo
48,5.0,1704.0,10.5,0.0,37.9,6.6,1.1,Roxo,Sedentario
54,7.2,6793.0,6.9,3.0,24.9,5.4,1.6,Preto,Moderadamente_Ativo
20,7.6,5753.0,5.7,2.0,24.4,3.1,2.8,Verde,Moderadamente_Ativo
75,5.0,1225.0,10.5,0.0,29.2,6.0,1.3,Vermelho,Sedentario
51,5.7,,13.7,0.0,,7.8,0.8,Branco,Sedentario
72,6.3,2108.0,11.7,0.0,25.2,7.6,1.5,Preto,Sedentario
46,7.8,2454.0,9.3,1.0,31.5,6.8,1.0,Verde,Sedentario
34,7.7,12845.0,3.8,6.0,21.4,1.4,2.0,Azul,Ativo
51,6.4,1787.0,10.2,0.0,27.1,6.6,,Vermelho,Sedentario
31,8.1,14135.0,2.6,5.0,25.0,3.1,2.6,Azul,Ativo
20,8.1,10804.0,2.7,,18.8,2.0,3.1,Roxo,Ativo
59,5.0,4926.0,10.6,0.0,28.2,8.9,1.5,Azul,Sedentario
23,7.5,13777.0,4.4,5.0,,0.8,2.6,Cinza,Ativo
38,7.1,3541.0,6.8,3.0,26.4,5.5,1.6,Cinza,Moderadamente_Ativo
36,6.9,9962.0,6.3,3.0,28.5,5.1,2.5,Branco,Moderadamente_Ativo
23,6.7,7494.0,5.9,4.0,,6.5,2.3,Branco,Moderadamente_Ativo
45,8.1,7651.0,7.2,3.0,26.1,5.9,1.5,Preto,Moderadamente_Ativo
53,7.5,2995.0,9.6,0.0,,7.6,0.6,Vermelho,Sedentario
29,9.2,5283.0,3.6,3.0,31.0,5.4,2.2,Preto,Moderadamente_Ativo
39,6.2,3418.0,13.0,0.0,31.7,7.1,1.2,Cinza,Sedentario
35,8.9,13662.0,3.4,5.0,25.6,2.4,3.4,Branco,Ativo
49,3.8,2059.0,12.4,0.0,30.6,8.5,1.4,Amarelo,Sedentario
44,7.5,7207.0,8.2,2.0,22.3,4.8,2.2,Vermelho,Moderadamente_Ativo
18,9.1,12586.0,4.3,5.0,19.7,3.3,2.8,Verde,Ativo
31,7.0,7396.0,6.4,3.0,31.8,4.6,2.2,Vermelho,Moderadamente_Ativo
60,5.6,2984.0,8.9,0.0,35.3,4.5,0.8,Azul,Sedentario
58,7.0,2379.0,10.3,0.0,29.1,9.9,0.8,Verde,Sedentario
18,8.6,10993.0,6.0,3.0,22.4,6.0,1.7,Amarelo,Moderadamente_Ativo
61,6.7,1598.0,11.3,0.0,26.3,7.8,1.1,Azul,Sedentario
