@relation nivel_atividade_fisica-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RemoveUseless-M99.0

@attribute idade numeric
@attribute horas_sono numeric
@attribute passos_diarios numeric
@attribute horas_sentado numeric
@attribute freq_exercicio_semana numeric
@attribute imc numeric
@attribute horas_tela numeric
@attribute consumo_agua_litros numeric
@attribute nivel_atividade {Sedentario,Moderadamente_Ativo,Ativo}

@data
0.15,0.784615,0.546267,0.168919,0.571429,0.131833,0.051095,0.638298,Ativo
0,0.676923,0.4648,0.310811,0.571429,0.241158,0.291971,0.510638,Ativo
0.4,0.8,0.511033,0.135135,0.571429,0.18328,0.051095,0.595745,Ativo
0.366667,0.846154,0.448533,0.236486,0.857143,0.199357,0.211679,0.382979,Ativo
0.65,0.230769,0.0623,0.682432,0,0.44373,0.576642,0.148936,Sedentario
0.083333,0.646154,0.4046,0.128378,0.571429,0.173633,0.153285,0.510638,Ativo
0.283333,0.646154,0.234033,0.405405,0.285714,0.180064,0.343066,0.361702,Moderadamente_Ativo
0.516667,0.538462,0.013733,0.777027,0,0.643087,0.605839,0.042553,Sedentario
0.233333,0.553846,0.149333,0.486486,0.285714,0.192926,0.313869,0.425532,Moderadamente_Ativo
0.133333,0.430769,0.104733,0.662162,0,0.459807,0.605839,0.234043,Sedentario
0.083333,0.676923,0.174433,0.614865,0.428571,0.266881,0.248175,0.340426,Moderadamente_Ativo
0.933333,0.338462,0.0724,0.689189,0.142857,0.411576,0.70073,0.297872,Sedentario
0.366667,0.876923,0.165933,0.385135,0.285714,0.141479,0.226277,0.404255,Moderadamente_Ativo
0.383333,0.723077,0.354467,0.236486,0.571429,0.006431,0.189781,0.297872,Ativo
0.45,0.492308,0.205233,0.452703,0.428571,0.292605,0.189781,0.531915,Moderadamente_Ativo
0.316667,0.476923,0.213133,0.466216,0.428571,0.350482,0.525547,0.468085,Moderadamente_Ativo
0.016667,0.476923,0.4378,0.243243,0.571429,0.141479,0.167883,0.723404,Ativo
0.383333,0.538462,0.349033,0.222973,0.714286,0.189711,0.116788,0.680851,Ativo
0.1,0.461538,0.269133,0.27027,0.428571,0.154341,0.255474,0.361702,Moderadamente_Ativo
0.633333,0.307692,0.0883,0.641892,0.142857,0.347267,0.532847,0.212766,Sedentario
0.483333,0.615385,0.0625,0.662162,0.347814,0.446945,0.642336,0.212766,Sedentario
0,0.384615,0.278967,0.554054,0.285714,0.363344,0.226277,0.297872,Moderadamente_Ativo
0.333333,0.507692,0.062167,0.472973,0,0.405145,0.613139,0.085106,Sedentario
0.05,0.584615,0.536333,0.175676,0.714286,0.086817,0.058394,0.553191,Ativo
0.166667,0.861538,0.488967,0.263514,0.714286,0.221865,0.109489,0.617021,Ativo
0.45,0.6,0.087967,0.682432,0,0.459807,0.656934,0.276596,Sedentario
0.316667,0.676923,0.397467,0.182432,0.714286,0.202572,0.175182,0.425532,Ativo
0.35,0.538462,0.091667,0.547297,0,0.501608,0.386861,0.212766,Sedentario
0.35,0.553846,0.246467,0.344595,0.285714,0.334405,0.437956,0.319149,Moderadamente_Ativo
0.35,0.476923,0.047767,0.614865,0,0.527331,0.79562,0.212766,Sedentario
0.15,0.815385,0.5226,0.297297,0.571429,0.096463,0,0.425532,Ativo
0.566667,0,0.091233,0.72973,0,0.273462,0.80292,0.212766,Sedentario
0.166667,0.092308,0.102767,0.743243,0,0.327974,0.394161,0.212766,Sedentario
0.133333,0.369231,0.306667,0.554054,0.285714,0.061093,0.284672,0.360914,Moderadamente_Ativo
0.116667,0.6,0.2699,0.459459,0.428571,0.11254,0.49635,0.319149,Moderadamente_Ativo
0.216667,0.630769,0.429067,0.033784,0.571429,0.234727,0.10219,0.617021,Ativo
0.266667,0.630769,0.190467,0.493243,0.428571,0.241158,0.452555,0.360914,Moderadamente_Ativo
0.833333,0.6,0.231662,0.364865,0.428571,0.038585,0.379562,0.531915,Moderadamente_Ativo
0.15,0.723077,0.214467,0.27027,0.428571,0.273462,0.445255,0.425532,Moderadamente_Ativo
0.466667,0.492308,0.081767,0.52027,0,0.33119,0.40146,0.12766,Sedentario
0.15,0.738462,0.500867,0.25,0.714286,0.131833,0.19708,0.468085,Ativo
0.333333,0.476923,0.230933,0.5,0.285714,0.125402,0.350365,0.425532,Moderadamente_Ativo
0.583333,0.461538,0.2338,0.331081,0.285714,0.231511,0.328467,0.446809,Moderadamente_Ativo
0.383333,0.615385,0.093233,0.695946,0,0.366559,0.445255,0.148936,Sedentario
0.4,0.615385,0.135633,0.398649,0.428571,0.18328,0.255474,0.531915,Moderadamente_Ativo
0.183333,0.723077,0.464167,0.189189,0.714286,0.118971,0.145985,0.617021,Ativo
0.05,0.830769,0.479533,0.108108,0.857143,0.170418,0.175182,0.531915,Ativo
0.3,0.692308,0.412167,0.22973,0.714286,0.270096,0.036496,0.574468,Ativo
0.05,0.707692,0.238133,0.317568,0.285714,0.270096,0.284672,0.574468,Moderadamente_Ativo
0.066667,0.676923,0.231662,0.310811,0.571429,0.215434,0.043796,0.510638,Ativo
0.483333,0.338462,0.067567,0.628378,0,0.29582,0.59854,0.170213,Sedentario
0.433333,0.584615,0.209767,0.304054,0.428571,0.266881,0.20438,0.468085,Moderadamente_Ativo
0.2,0.446154,0.241067,0.385135,0.428571,0.196141,0.189781,0.360914,Moderadamente_Ativo
0.533333,0.554626,0.0501,0.722973,0,0.385852,0.80292,0.085106,Sedentario
0.2,0.784615,0.412433,0.256757,0.571429,0.18328,0.233577,0.553191,Ativo
0.016667,0.523077,0.389367,0.202703,0.714286,0.131833,0.10219,0.617021,Ativo
0.266667,0.830769,0.4125,0.324324,0.857143,0.196141,0.262774,0.510638,Ativo
0.35,0.615385,0.2006,0.614865,0.428571,0.273462,0.343066,0.382979,Moderadamente_Ativo
0.183333,0.415385,0.333333,0.277027,0.571429,0.205788,0.321168,0.319149,Moderadamente_Ativo
0.55,0.338462,0.1286,0.601351,0.347814,0.340836,0.759124,0.340426,Sedentario
0.6,0.246154,0.073967,0.486486,0,0.485531,0.525547,0.297872,Sedentario
0.15,0.923077,1,0,1,0,0.007299,1,Ativo
0.6,0.6,0.099433,0.682432,0,0.173633,0.635036,0.191489,Sedentario
0.066667,0.692308,0.279267,0.162162,0.571429,0.144695,0.248175,0.553191,Ativo
0.266667,0.230769,0.0128,0.567568,0,0.347267,0.532847,0.360914,Sedentario
0.366667,0.523077,0.236267,0.418919,0.285714,0.151125,0.364964,0.361702,Moderadamente_Ativo
0.65,0.861538,0.086133,0.797297,0,0.411576,0.408759,0.234043,Sedentario
0.066667,0.753846,0.4308,0.22973,0.571429,0.234727,0.131387,0.617021,Ativo
0.566667,0.538462,0.2373,0.472973,0.571429,0.186495,0.262774,0.276596,Moderadamente_Ativo
0.7,0.461538,0.073933,0.621622,0,0.392283,0.671533,0.170213,Sedentario
0.166667,0.507692,0.220767,0.486486,0.571429,0.215434,0.321168,0.255319,Moderadamente_Ativo
0.033333,0.692308,0.1152,0.405405,0.285714,0.199357,0.233577,0.148936,Moderadamente_Ativo
0.283333,0.554626,0.427533,0.054054,0.714286,0.196141,0.19708,0.574468,Ativo
0.133333,0.815385,0.450833,0.364865,0.571429,0.028939,0.065693,0.553191,Ativo
0.483333,0.661538,0.217567,0.52027,0.428571,0.311897,0.284672,0.319149,Moderadamente_Ativo
0.366667,0.815385,0.2203,0.331081,0.285714,0.228296,0.284672,0.595745,Moderadamente_Ativo
0.116667,0.554626,0.490067,0.168919,0.714286,0.096463,0.452555,0.404255,Ativo
0.35,0.769231,0.266867,0.452703,0.428571,0.215434,0.20438,0.404255,Moderadamente_Ativo
0.616667,0.138462,0.078433,0.527027,0,0.405145,0.481752,0.12766,Sedentario
0.45,0.523077,0.2614,0.412162,0.285714,0.241158,0.29927,0.404255,Moderadamente_Ativo
0.583333,0.323077,0.0794,0.844595,0.142857,0.456592,0.591241,0.360914,Sedentario
0.516667,0.292308,0.1054,0.783784,0,0.305466,0.591241,0.276596,Sedentario
0.7,0.661538,0.1935,0.472973,0.571429,0.244373,0.145985,0.361702,Moderadamente_Ativo
0.35,0.784615,0.231662,0.081081,0.571429,0.118971,0.175182,0.553191,Ativo
0.516667,0.6,0.105767,0.756757,0,0.244373,0.773723,0.06383,Sedentario
0.283333,0.707692,0.209067,0.324324,0.285714,0.202572,0.321168,0.446809,Moderadamente_Ativo
0.383333,0.538462,0.4067,0.290541,0.714286,0.128617,0.058394,0.680851,Ativo
0.4,0.707692,0.2454,0.5,0.285714,0.215434,0.145985,0.360914,Moderadamente_Ativo
0.816667,0.369231,0.110633,0.527027,0,0.209003,0.591241,0.234043,Sedentario
0.266667,0.6,0.057833,0.891892,0,0.424437,0.481752,0.234043,Sedentario
0.166667,0.553846,0.179933,0.418919,0.285714,0.073955,0.459854,0.276596,Moderadamente_Ativo
0.483333,0.6,0.231662,0.783784,0,0.340836,0.467153,0.021277,Sedentario
0.35,0.307692,0.0794,0.75,0,0.347267,0.671533,0.021277,Sedentario
0.5,0.876923,0.2158,0.47973,0.347814,0.157556,0.510949,0.276596,Moderadamente_Ativo
0.283333,0.553846,0.094733,0.425676,0,0.389068,0.518248,0.148936,Sedentario
0.433333,0.569231,0.1385,0.493243,0.142857,0.585209,0.656934,0.212766,Sedentario
0.083333,0.969231,0.933333,0.013514,1,0.012862,0.021898,0.957447,Ativo
0.633333,0.461538,0.2105,0.425676,0.428571,0.205788,0.452555,0.170213,Moderadamente_Ativo
0.116667,0.8,0.326833,0.283784,0.714286,0.180064,0.131387,0.404255,Ativo
0.483333,0.784615,0.496633,0.283784,0.571429,0.189711,0.065693,0.425532,Ativo
0.233333,0.723077,0.1944,0.364865,0.428571,0.26045,0.175182,0.404255,Moderadamente_Ativo
0.35,0.476923,0.091467,0.5,0,0.543408,0.671533,0.085106,Sedentario
0.783333,0.723077,0.299667,0.304054,0.285714,0.299035,0.386861,0.425532,Moderadamente_Ativo
0.083333,0.8,0.379333,0.202703,0.857143,0.064309,0.374881,0.595745,Ativo
0.533333,0.554626,0.218133,0.304054,0.347814,0.209003,0.416058,0.382979,Moderadamente_Ativo
0.166667,0.723077,0.231662,0.195946,0.714286,0.07717,0.116788,0.531915,Ativo
0.433333,0.446154,0.1003,0.689189,0,0.446945,0.861314,0.170213,Sedentario
0.666667,0.584615,0.089733,0.466216,0.142857,0.273462,0.649635,0.042553,Sedentario
0.25,0.261538,0.063533,0.621622,0,0.495177,0.481752,0.042553,Sedentario
0.15,0.523077,0.231662,0.189189,0.857143,0.202572,0.20438,0.702128,Ativo
0,0.815385,0.3867,0.222973,0.571429,0.138264,0.131387,0.489362,Ativo
0.45,0.476923,0.129433,0.790541,0,0.318328,0.569343,0.021277,Sedentario
0.533333,0.184615,0.231662,0.777027,0,0.247588,0.613139,0.297872,Sedentario
0,0.738462,0.203333,0.398649,0.428571,0.385852,0.343066,0.340426,Moderadamente_Ativo
0.283333,0.276923,0.0687,0.587838,0,0.569132,0.374881,0.170213,Sedentario
0.616667,0.507692,0.0741,0.675676,0,0.472669,0.576642,0.085106,Sedentario
0.1,0.692308,0.480333,0.162162,0.347814,0.090032,0.240876,0.595745,Ativo
0.133333,0.584615,0.4156,0.162162,0.714286,0.199357,0.226277,0.489362,Ativo
0.7,0.769231,0.221767,0.574324,0.285714,0.302251,0.328467,0.425532,Moderadamente_Ativo
0.1,0.446154,0.219333,0.337838,0.285714,0.118971,0.277372,0.255319,Moderadamente_Ativo
0.3,0.492308,0.1239,0.77027,0.142857,0.33119,0.467153,0.148936,Sedentario
0.583333,0.692308,0.170033,0.283784,0.285714,0.199357,0.306569,0.446809,Moderadamente_Ativo
0.316667,0.676923,0.434533,0.060811,0.571429,0.21865,0.072993,0.574468,Ativo
0.216667,0.615385,0.231667,0.216216,0.571429,0.189711,0.240876,0.404255,Moderadamente_Ativo
0.066667,0.861538,0.4374,0.189189,0.714286,0.212219,0.49635,0.510638,Ativo
0.183333,0.507692,0.104733,0.790541,0,0.356913,0.613139,0.340426,Sedentario
0.25,0.846154,0.429167,0.222973,0.857143,0.244373,0.167883,0.510638,Ativo
0.55,0.569231,0.094167,0.736486,0,0.427653,0.642336,0.212766,Sedentario
0.016667,0.430769,0.278933,0.527027,0.285714,0.109325,0.445255,0.382979,Moderadamente_Ativo
0.016667,0.153846,0.002667,0.97973,0,0.948553,0.948905,0.021277,Sedentario
0.083333,0.6,0.384667,0.195946,0.714286,0.057878,0.131387,0.574468,Ativo
0.166667,0.230769,0.0694,0.567568,0.347814,0.115756,0.649635,0.191489,Sedentario
0,0.661538,0.280967,0.351351,0.428571,0.405145,0.29927,0.340426,Moderadamente_Ativo
0.066667,0.554626,0.400433,0.189189,0.714286,0.131833,0.182482,0.553191,Ativo
0.466667,0.707692,0.246733,0.527027,0.285714,0.135048,0.40146,0.382979,Moderadamente_Ativo
0.283333,0.753846,0.264233,0.351351,0.428571,0.299035,0.072993,0.468085,Moderadamente_Ativo
0.116667,0.646154,0.276733,0.432432,0.347814,0.286174,0.321168,0.425532,Moderadamente_Ativo
0.2,0.661538,0.358167,0.195946,0.714286,0.128617,0.094891,0.553191,Ativo
0.166667,0.615385,0.4756,0.162162,0.571429,0.135048,0.094891,0.382979,Ativo
0.266667,0.753846,0.3783,0.155405,0.571429,0.051447,0.374881,0.553191,Ativo
0.266667,0.492308,0.0639,0.635135,0,0.344051,0.540146,0.106383,Sedentario
0.283333,0.938462,0.4572,0,0.714286,0.163987,0.233577,0.360914,Ativo
0.416667,0.492308,0.275533,0.466216,0.428571,0.131833,0.374881,0.382979,Moderadamente_Ativo
0.466667,0.492308,0.0767,0.722973,0.142857,0.21865,0.686131,0.212766,Sedentario
0.183333,0.676923,0.2723,0.391892,0.285714,0.173633,0.29927,0.489362,Moderadamente_Ativo
0.6,0.584615,0.116667,0.277027,0.285714,0.33119,0.29927,0.489362,Moderadamente_Ativo
0.15,0.553846,0.4501,0.263514,0.857143,0.096463,0.153285,0.446809,Ativo
0.333333,0.492308,0.074133,0.641892,0,0.273312,0.737226,0.12766,Sedentario
0.216667,0.523077,0.231662,0.304054,0.285714,0.266881,0.416058,0.340426,Moderadamente_Ativo
0.866667,0.476923,0.0821,0.648649,0,0.559486,0.525547,0.06383,Sedentario
0.166667,0.6,0.225367,0.358108,0.428571,0.215434,0.167883,0.340426,Moderadamente_Ativo
0.283333,0.646154,0.176833,0.418919,0.428571,0.189711,0.437956,0.340426,Moderadamente_Ativo
0.15,0.676923,0.311167,0.189189,0.857143,0.151125,0.218978,0.404255,Ativo
0.133333,0.507692,0.239533,0.364865,0.428571,0.215434,0.335766,0.425532,Moderadamente_Ativo
0.416667,0.246154,0.0696,0.675676,0,0.273312,0.686131,0.276596,Sedentario
0.133333,0.353846,0.084267,0.695946,0.142857,0.430868,0.374881,0.360914,Sedentario
0.3,0.646154,0.390233,0.243243,0.571429,0.189711,0.189781,0.574468,Ativo
0.016667,0.846154,0.5721,0.189189,0.571429,0.163987,0.240876,0.489362,Ativo
0.066667,0.676923,0.146433,0.47973,0.285714,0.273312,0.19708,0.404255,Moderadamente_Ativo
0.35,0.169231,0.060233,0.635135,0,0.553055,0.364964,0.212766,Sedentario
0,0.630769,0.4185,0.243243,0.571429,0.160772,0.051095,0.360914,Ativo
0.533333,0.615385,0.234933,0.574324,0.285714,0.22508,0.408759,0.361702,Moderadamente_Ativo
0.533333,0.476923,0.095333,0.831081,0,0.289389,0.423358,0.106383,Sedentario
0.233333,0.476923,0.083867,0.689189,0,0.729904,0.510949,0.12766,Sedentario
0.733333,0.554626,0.073367,0.682432,0,0.22508,0.715328,0.148936,Sedentario
0.55,0.092308,0.102533,0.594595,0.142857,0.379421,0.374881,0.06383,Sedentario
0.966667,0.6,0.035667,0.648649,0.142857,0.482315,0.620438,0.255319,Sedentario
0.466667,0.723077,0.0679,0.662162,0,0.559486,0.875912,0.12766,Sedentario
0.216667,0.553846,0.499933,0.067568,0.714286,0.141479,0.284672,0.531915,Ativo
0.65,0.492308,0.057433,0.635135,0,0.241158,0.759124,0.255319,Sedentario
0.566667,0.538462,0.1592,0.418919,0.285714,0.450161,0.379562,0.360914,Moderadamente_Ativo
0.466667,0.461538,0.116167,0.547297,0,0.369775,0.576642,0.234043,Sedentario
0.983333,0.369231,0,0.432432,0,0.266881,0.562044,0.255319,Sedentario
0.283333,0.246154,0.102633,0.581081,0,0.453376,0.759124,0.234043,Sedentario
0.466667,0.323077,0.063367,0.648649,0,0.601286,0.277372,0.255319,Sedentario
0.35,0.553846,0.209533,0.466216,0.428571,0.263666,0.313869,0.574468,Moderadamente_Ativo
0.216667,0.676923,0.2751,0.202703,0.714286,0.282958,0.262774,0.787234,Ativo
0.083333,0.8,0.5321,0.27027,0.571429,0.186495,0.072993,0.617021,Ativo
0,0.784615,0.446833,0.141892,0.714286,0.064309,0.240876,0.510638,Ativo
0.116667,0.753846,0.424067,0.25,0.571429,0.041801,0.248175,0.446809,Ativo
0.433333,0.630769,0.225367,0.628378,0.285714,0.205788,0.467153,0.468085,Moderadamente_Ativo
0.1,0.846154,0.4982,0.189189,0.714286,0.202572,0.153285,0.638298,Ativo
0.35,0.630769,0.311067,0.101351,0.714286,0.11254,0.145985,0.510638,Ativo
0.95,0.2,0.092233,0.574324,0,0.459807,0.729927,0.297872,Sedentario
0.583333,0.384615,0.160733,0.783784,0,0.366559,0.846715,0.234043,Sedentario
0.166667,0.6,0.264167,0.5,0.285714,0.305466,0.153285,0.297872,Moderadamente_Ativo
0.316667,0.6,0.231662,0.202703,0.714286,0.131833,0.189781,0.574468,Ativo
0.216667,0.769231,0.469967,0.114865,0.571429,0.106109,0.175182,0.531915,Ativo
0.316667,0.184615,0.043667,0.695946,0,0.636656,0.343066,0.319149,Sedentario
0.166667,0.707692,0.424667,0.189189,0.571429,0.228296,0.374881,0.595745,Ativo
0.533333,0.230769,0.137067,0.655405,0,0.495177,0.642336,0.191489,Sedentario
0.166667,0.753846,0.231662,0.418919,0.428571,0.273462,0.313869,0.234043,Moderadamente_Ativo
0.316667,0.630769,0.4005,0.243243,0.571429,0.118971,0.080292,0.680851,Ativo
0.433333,0.415385,0.084833,0.445946,0.347814,0.305466,0.467153,0.148936,Sedentario
0.033333,0.769231,0.228533,0.358108,0.428571,0.21865,0.40146,0.382979,Moderadamente_Ativo
0.216667,0.584615,0.228067,0.378378,0.285714,0.212219,0.182482,0.446809,Moderadamente_Ativo
0.35,0.430769,0.139733,0.635135,0.142857,0.302251,0.576642,0.319149,Sedentario
0.2,0.630769,0.358967,0.243243,0.714286,0.241158,0.138686,0.510638,Ativo
0.45,0.246154,0.0703,0.506757,0,0.501608,0.547445,0.106383,Sedentario
0.45,0.461538,0.094167,0.662162,0,0.424437,0.708029,0.085106,Sedentario
0.316667,0.584615,0.216333,0.405405,0.285714,0.186495,0.350365,0.425532,Moderadamente_Ativo
0.05,0.723077,0.494733,0.141892,0.347814,0.093248,0.240876,0.595745,Ativo
0.466667,0.553846,0.254033,0.52027,0.428571,0.305466,0.321168,0.340426,Moderadamente_Ativo
0.4,0.753846,0.193567,0.439189,0.428571,0.170418,0.306569,0.191489,Moderadamente_Ativo
0.35,0.753846,0.525767,0.155405,0.714286,0.215434,0.124088,0.468085,Ativo
0.4,0.523077,0.248767,0.547297,0.428571,0.318328,0.374881,0.340426,Moderadamente_Ativo
0.383333,0.476923,0.1983,0.344595,0.347814,0.286174,0.357664,0.360914,Moderadamente_Ativo
0.533333,0.292308,0.156,0.675676,0,0.456592,0.708029,0.212766,Sedentario
0.133333,0.507692,0.195333,0.418919,0.285714,0.109325,0.29927,0.255319,Moderadamente_Ativo
0.233333,0.615385,0.453833,0.310811,0.714286,0.061093,0.116788,0.361702,Ativo
0.366667,0.353846,0.0849,0.628378,0,0.5209,0.620438,0.191489,Sedentario
0.183333,0.784615,0.520333,0.202703,0.714286,0.173633,0.189781,0.659574,Ativo
0.416667,0.553846,0.1902,0.398649,0.428571,0.305466,0.437956,0.340426,Moderadamente_Ativo
0.333333,0.323077,0.0803,0.675676,0,0.466238,0.374881,0.191489,Sedentario
0.65,0.430769,0.186167,0.371622,0.285714,0.131833,0.576642,0.404255,Moderadamente_Ativo
0.5,0.230769,0.0568,0.641892,0,0.678457,0.445255,0.170213,Sedentario
0.6,0.569231,0.226433,0.398649,0.428571,0.26045,0.357664,0.276596,Moderadamente_Ativo
0.033333,0.630769,0.191767,0.317568,0.285714,0.244373,0.189781,0.531915,Moderadamente_Ativo
0.95,0.230769,0.040833,0.641892,0,0.398714,0.40146,0.212766,Sedentario
0.55,0.338462,0.231662,0.858108,0,0.273462,0.532847,0.106383,Sedentario
0.9,0.430769,0.070267,0.722973,0,0.270096,0.518248,0.255319,Sedentario
0.466667,0.661538,0.0818,0.560811,0.142857,0.472669,0.459854,0.148936,Sedentario
0.266667,0.646154,0.428167,0.189189,0.857143,0.14791,0.065693,0.361702,Ativo
0.55,0.446154,0.059567,0.621622,0,0.33119,0.445255,0.360914,Sedentario
0.216667,0.707692,0.471167,0.108108,0.714286,0.263666,0.189781,0.489362,Ativo
0.033333,0.707692,0.360133,0.114865,0.347814,0.064309,0.109489,0.595745,Ativo
0.683333,0.230769,0.1642,0.648649,0,0.366559,0.613139,0.255319,Sedentario
0.083333,0.615385,0.459233,0.22973,0.714286,0.273462,0.021898,0.489362,Ativo
0.333333,0.553846,0.118033,0.391892,0.428571,0.308682,0.364964,0.276596,Moderadamente_Ativo
0.3,0.523077,0.332067,0.358108,0.428571,0.376206,0.335766,0.468085,Moderadamente_Ativo
0.083333,0.492308,0.2498,0.331081,0.571429,0.273462,0.437956,0.425532,Moderadamente_Ativo
0.45,0.707692,0.255033,0.418919,0.428571,0.299035,0.394161,0.255319,Moderadamente_Ativo
0.583333,0.615385,0.099833,0.581081,0,0.273462,0.518248,0.06383,Sedentario
0.183333,0.876923,0.1761,0.175676,0.428571,0.456592,0.357664,0.404255,Moderadamente_Ativo
0.35,0.415385,0.113933,0.810811,0,0.4791,0.481752,0.191489,Sedentario
0.283333,0.830769,0.4554,0.162162,0.714286,0.282958,0.138686,0.659574,Ativo
0.516667,0.046154,0.068633,0.77027,0,0.44373,0.583942,0.234043,Sedentario
0.433333,0.615385,0.240233,0.486486,0.285714,0.176849,0.313869,0.404255,Moderadamente_Ativo
0,0.861538,0.419533,0.222973,0.714286,0.093248,0.20438,0.531915,Ativo
0.216667,0.538462,0.246533,0.364865,0.428571,0.482315,0.29927,0.404255,Moderadamente_Ativo
0.7,0.323077,0.099467,0.533784,0,0.594855,0.291971,0.106383,Sedentario
0.666667,0.538462,0.0793,0.628378,0,0.395498,0.686131,0.106383,Sedentario
0,0.784615,0.366433,0.337838,0.428571,0.180064,0.40146,0.297872,Moderadamente_Ativo
0.716667,0.492308,0.053267,0.695946,0,0.305466,0.532847,0.170213,Sedentario
