@RELATION nivel_atividade_fisica

@ATTRIBUTE idade INTEGER
@ATTRIBUTE horas_sono REAL
@ATTRIBUTE passos_diarios INTEGER
@ATTRIBUTE horas_sentado REAL
@ATTRIBUTE freq_exercicio_semana INTEGER
@ATTRIBUTE imc REAL
@ATTRIBUTE horas_tela REAL
@ATTRIBUTE consumo_agua_litros REAL
@ATTRIBUTE cor_roupa_favorita {Amarelo,Azul,Branco,Cinza,Preto,Roxo,Verde,Vermelho}
@ATTRIBUTE nivel_atividade {Sedentario,Moderadamente_Ativo,Ativo}

@DATA
27,9.5,30000,1,7,16.8,0.6,5,Verde,Ativo
54,7.4,2983,11.1,0,22.2,9.2,1.2,Vermelho,Sedentario
22,8,8378,3.4,4,21.3,3.9,2.9,Preto,Ativo
34,5,384,9.4,0,27.6,7.8,?,Verde,Sedentario
40,6.9,7088,7.2,2,21.5,5.5,2,Verde,Moderadamente_Ativo
57,9.1,2584,12.8,0,29.6,6.1,1.4,Verde,Sedentario
22,8.4,12924,4.4,4,24.1,2.3,3.2,Verde,Ativo
52,7,7119,8,4,22.6,4.1,1.6,Preto,Moderadamente_Ativo
60,6.5,2218,10.2,0,29,9.7,1.1,Verde,Sedentario
28,6.8,6623,8.2,4,23.5,4.9,1.5,Branco,Moderadamente_Ativo
20,8,3456,7,2,23,3.7,1,Vermelho,Moderadamente_Ativo
35,?,12826,1.8,5,22.9,3.2,3,Azul,Ativo
26,8.8,13525,6.4,4,17.7,1.4,2.9,Preto,Ativo
47,7.8,6527,8.7,3,26.5,4.4,1.8,Branco,Moderadamente_Ativo
40,8.8,6609,5.9,2,23.9,4.4,3.1,Roxo,Moderadamente_Ativo
25,?,14702,3.5,5,19.8,6.7,2.2,Roxo,Ativo
39,8.5,8006,7.7,3,23.5,3.3,2.2,Preto,Moderadamente_Ativo
55,4.4,2353,8.8,0,29.4,7.1,0.9,Amarelo,Sedentario
45,6.9,7842,7.1,2,24.3,4.6,2.2,Preto,Moderadamente_Ativo
53,5.6,2382,13.5,1,31,8.6,?,Branco,Sedentario
49,5.4,3162,12.6,0,26.3,8.6,1.6,Branco,Sedentario
60,7.8,5805,8,4,24.4,2.5,2,Preto,Moderadamente_Ativo
39,8.6,?,2.2,4,20.5,2.9,2.9,Roxo,Ativo
49,7.4,3173,12.2,0,24.4,11.1,0.6,Branco,Sedentario
35,8.1,6272,5.8,2,23.1,4.9,2.4,Cinza,Moderadamente_Ativo
41,7,12201,5.3,5,20.8,1.3,3.5,Roxo,Ativo
42,8.1,7362,8.4,2,23.5,2.5,?,Cinza,Moderadamente_Ativo
67,5.9,3319,8.8,0,23.3,8.6,1.4,Vermelho,Sedentario
34,7.4,1735,14.2,0,30,7.1,1.4,Vermelho,Sedentario
28,7.1,5398,7.2,2,19.1,6.8,1.6,Azul,Moderadamente_Ativo
47,7.4,?,12.6,0,27.4,6.9,0.4,Cinza,Sedentario
39,5.5,2382,12.1,0,27.6,9.7,0.4,Vermelho,Sedentario
48,9.2,6474,8.1,?,21.7,7.5,1.6,Amarelo,Moderadamente_Ativo
35,7.1,2842,7.3,0,28.9,7.6,1,Vermelho,Sedentario
44,7.2,4155,8.3,1,35,9.5,1.3,Preto,Sedentario
23,9.8,28000,1.2,7,17.2,0.8,4.8,Azul,Ativo
56,6.5,6315,7.3,3,23.2,6.7,1.1,Preto,Moderadamente_Ativo
25,8.7,9805,5.2,5,22.4,2.3,2.2,Azul,Ativo
47,8.6,14899,5.2,4,22.7,1.4,2.3,Preto,Ativo
32,8.2,5832,6.4,3,24.9,2.9,2.2,Branco,Moderadamente_Ativo
39,6.6,2744,8.4,0,33.7,9.7,0.7,Cinza,Sedentario
65,8.2,8990,5.5,2,26.1,5.8,2.3,Cinza,Moderadamente_Ativo
23,8.7,11380,4,6,18.8,?,3.1,Amarelo,Ativo
50,?,6544,5.5,?,23.3,6.2,2.1,Verde,Moderadamente_Ativo
28,8.2,?,3.9,5,19.2,2.1,2.8,Amarelo,Ativo
44,6.4,3009,11.2,0,30.7,12.3,1.1,Verde,Sedentario
58,7.3,2692,7.9,1,?,9.4,0.5,Cinza,Sedentario
33,5.2,1906,10.2,0,32.2,7.1,0.5,Preto,Sedentario
27,6.9,?,3.8,6,23.1,3.3,3.6,Roxo,Ativo
18,8.8,11601,4.3,4,21.1,2.3,2.6,Cinza,Ativo
45,6.6,3883,12.7,0,26.7,8.3,0.4,Verde,Sedentario
50,4.7,?,12.5,0,24.5,8.9,1.7,Azul,Sedentario
18,8.3,6100,6.9,3,28.8,5.2,1.9,Azul,Moderadamente_Ativo
35,5.3,2061,9.7,0,34.5,?,1.1,Preto,Sedentario
55,6.8,2223,11,0,31.5,8.4,0.7,Amarelo,Sedentario
24,8,14410,3.4,?,19.6,3.8,3.1,Amarelo,Ativo
26,7.3,12468,3.4,5,23,3.6,2.6,Verde,Ativo
60,8.5,6653,9.5,2,26.2,5,2.3,Vermelho,Moderadamente_Ativo
24,6.4,6580,6,2,20.5,4.3,1.5,Vermelho,Moderadamente_Ativo
36,6.7,3717,12.4,1,27.1,6.9,1,Roxo,Sedentario
53,8,5101,5.2,2,23,4.7,2.4,Verde,Moderadamente_Ativo
37,7.9,13036,1.9,4,23.6,1.5,3,Vermelho,Ativo
31,7.5,6950,4.2,4,22.7,3.8,2.2,Vermelho,Moderadamente_Ativo
22,9.1,13122,3.8,5,23.4,7.3,2.7,Vermelho,Ativo
29,6.8,3142,12.7,0,27.9,8.9,1.9,Roxo,Sedentario
33,9,12875,4.3,6,24.4,2.8,2.7,Amarelo,Ativo
51,7.2,2825,11.9,0,30.1,9.3,1.3,Branco,Sedentario
19,6.3,8368,8.8,2,20.2,6.6,2.1,Preto,Moderadamente_Ativo
19,4.5,80,15.5,0,46.3,13.5,0.4,Preto,Sedentario
23,7.4,11540,3.9,5,18.6,2.3,3,Branco,Ativo
28,5,2082,9.4,?,20.4,9.4,1.2,Cinza,Sedentario
18,7.8,8429,6.2,3,29.4,4.6,1.9,Amarelo,Moderadamente_Ativo
22,?,12013,3.8,5,20.9,3,2.9,Vermelho,Ativo
46,8.1,7402,8.8,2,21,6,2.1,Cinza,Moderadamente_Ativo
35,8.4,7927,6.2,3,26.1,1.5,2.5,Preto,Moderadamente_Ativo
25,7.7,8302,7.4,?,25.7,4.9,2.3,Roxo,Moderadamente_Ativo
30,7.8,10745,3.9,5,20.8,1.8,2.9,Preto,Ativo
28,7.5,14268,3.4,4,21,1.8,2.1,Cinza,Ativo
34,8.4,11349,3.3,4,18.4,?,2.9,Branco,Ativo
34,6.7,1917,10.4,0,27.5,7.9,0.8,Branco,Sedentario
35,9.6,13716,1,5,21.9,3.7,?,Cinza,Ativo
43,6.7,8266,7.9,3,20.9,?,2.1,Azul,Moderadamente_Ativo
46,6.7,2301,11.7,1,23.6,9.9,1.3,Amarelo,Sedentario
29,7.9,8169,6.8,2,22.2,4.6,2.6,Roxo,Moderadamente_Ativo
54,7.3,3500,5.1,2,27.1,4.6,2.6,Amarelo,Moderadamente_Ativo
27,7.1,13503,4.9,6,19.8,2.6,2.4,Cinza,Ativo
38,6.7,2224,10.5,0,25.3,10.6,0.9,Vermelho,Sedentario
31,6.9,?,5.5,2,25.1,6.2,1.9,Amarelo,Moderadamente_Ativo
70,6.6,2463,10.6,0,34.2,7.7,0.6,Amarelo,Sedentario
28,7.4,6761,6.3,3,23.5,2.8,1.9,Vermelho,Moderadamente_Ativo
35,7.7,5305,7.2,3,22.7,6.5,1.9,Preto,Moderadamente_Ativo
27,7.9,9335,3.8,6,21.5,3.5,2.2,Branco,Ativo
26,6.8,7186,6.4,3,23.5,5.1,2.3,Azul,Moderadamente_Ativo
43,5.1,2088,11,0,25.3,9.9,1.6,Preto,Sedentario
26,5.8,2528,11.3,1,30.2,?,?,Vermelho,Sedentario
36,7.7,11707,4.6,4,22.7,3.1,3,Branco,Ativo
19,9,17163,3.8,4,21.9,3.8,2.6,Roxo,Ativo
22,7.9,4393,8.1,2,25.3,3.2,2.2,Amarelo,Moderadamente_Ativo
39,4.6,1807,10.4,0,34,5.5,1.3,Preto,Sedentario
18,7.6,12555,4.6,4,21.8,1.2,?,Cinza,Ativo
50,7.5,7048,9.5,2,23.8,6.1,2,Azul,Moderadamente_Ativo
50,6.6,2860,13.3,0,25.8,6.3,0.8,Branco,Sedentario
32,6.6,2516,11.2,0,39.5,7.5,0.9,Branco,Sedentario
62,?,2201,11.1,0,23.8,10.3,1,Preto,Sedentario
51,4.1,3076,9.8,1,28.6,?,0.6,Vermelho,Sedentario
76,7.4,1070,10.6,1,31.8,9,1.5,Azul,Sedentario
46,8.2,2037,10.8,0,34.2,12.5,0.9,Cinza,Sedentario
31,7.1,14998,2,5,21.2,4.4,2.8,Cinza,Ativo
57,6.7,1723,10.4,0,24.3,10.9,1.5,Amarelo,Sedentario
52,7,4776,7.2,2,30.8,5.7,?,Branco,Moderadamente_Ativo
46,6.5,3485,9.1,0,28.3,8.4,1.4,Vermelho,Sedentario
77,5.9,0,7.4,0,25.1,8.2,1.5,Verde,Sedentario
35,5.1,3079,9.6,0,30.9,10.9,1.4,Roxo,Sedentario
46,5.6,1901,10.6,0,35.5,4.3,1.5,Verde,Sedentario
39,7.1,6286,7.9,3,25,4.8,3,Amarelo,Moderadamente_Ativo
31,7.9,8253,4,5,25.6,4.1,4,Preto,Ativo
23,8.7,15963,5,4,22.6,1.5,3.2,Verde,Ativo
18,8.6,13405,3.1,5,18.8,3.8,2.7,Azul,Ativo
25,8.4,12722,4.7,4,18.1,3.9,2.4,Cinza,Ativo
44,7.6,6761,10.3,2,23.2,6.9,2.5,Azul,Moderadamente_Ativo
24,9,14946,3.8,5,23.1,2.6,3.3,Verde,Ativo
39,7.6,9332,2.5,5,20.3,2.5,2.7,Preto,Ativo
75,4.8,2767,9.5,0,31.1,10.5,1.7,Vermelho,Sedentario
53,6,4822,12.6,0,28.2,12.1,1.4,Vermelho,Sedentario
28,7.4,7925,8.4,2,26.3,2.6,1.7,Verde,Moderadamente_Ativo
37,7.4,?,4,5,20.9,3.1,3,Roxo,Ativo
31,8.5,14099,2.7,4,20.1,2.9,2.8,Preto,Ativo
37,4.7,1310,11.3,0,36.6,5.2,1.8,Amarelo,Sedentario
28,8.1,12740,3.8,4,23.9,?,3.1,Preto,Ativo
50,5,4112,10.7,0,32.2,9.3,1.2,Preto,Sedentario
28,8.4,?,7.2,3,?,4.8,1.4,Roxo,Moderadamente_Ativo
37,7.6,12015,4.6,4,20.5,1.6,3.5,Cinza,Ativo
44,6.2,2545,7.6,?,26.3,6.9,1,Roxo,Sedentario
20,8.5,6856,6.3,3,23.6,6,2.1,Cinza,Moderadamente_Ativo
31,7.3,6842,6.6,2,23.4,3,2.4,Amarelo,Moderadamente_Ativo
39,6.3,4192,10.4,1,26.2,8.4,1.8,Verde,Sedentario
30,7.6,10769,4.6,5,24.3,2.4,2.7,Verde,Ativo
45,5.1,2109,8.5,0,32.4,8,0.8,Vermelho,Sedentario
45,6.5,2825,10.8,0,30,10.2,0.7,Verde,Sedentario
37,7.3,6490,7,2,22.6,5.3,2.3,Azul,Moderadamente_Ativo
21,8.2,14842,3.1,?,19.7,3.8,3.1,Azul,Ativo
46,7.1,7621,8.7,3,26.3,4.9,1.9,Vermelho,Moderadamente_Ativo
42,8.4,5807,7.5,3,22.1,4.7,1.2,Roxo,Moderadamente_Ativo
39,8.4,15773,3.3,5,23.5,2.2,2.5,Roxo,Ativo
42,6.9,7463,9.1,3,26.7,?,1.9,Roxo,Moderadamente_Ativo
41,6.6,5949,6.1,?,25.7,5.4,?,Branco,Moderadamente_Ativo
50,5.4,4680,11,0,31,10.2,1.3,Cinza,Sedentario
26,6.8,5860,7.2,2,20.2,4.6,1.5,Verde,Moderadamente_Ativo
32,7.5,13615,5.6,5,18.7,2.1,2,Branco,Ativo
40,5.8,2547,10.3,0,33,9,1.2,Cinza,Sedentario
29,8.6,15610,4,5,22.2,3.1,3.4,Azul,Ativo
43,7.1,5706,6.9,3,26.3,6.5,1.9,Branco,Moderadamente_Ativo
38,5.6,2409,11,0,31.3,?,1.2,Branco,Sedentario
57,6.3,5585,6.5,2,20.9,8.4,2.2,Azul,Moderadamente_Ativo
48,5,1704,10.5,0,37.9,6.6,1.1,Roxo,Sedentario
54,7.2,6793,6.9,3,24.9,5.4,1.6,Preto,Moderadamente_Ativo
20,7.6,5753,5.7,2,24.4,3.1,2.8,Verde,Moderadamente_Ativo
75,5,1225,10.5,0,29.2,6,1.3,Vermelho,Sedentario
51,5.7,?,13.7,0,?,7.8,0.8,Branco,Sedentario
72,6.3,2108,11.7,0,25.2,7.6,1.5,Preto,Sedentario
46,7.8,2454,9.3,1,31.5,6.8,1,Verde,Sedentario
34,7.7,12845,3.8,6,21.4,1.4,2,Azul,Ativo
51,6.4,1787,10.2,0,27.1,6.6,?,Vermelho,Sedentario
31,8.1,14135,2.6,5,25,3.1,2.6,Azul,Ativo
20,8.1,10804,2.7,?,18.8,2,3.1,Roxo,Ativo
59,5,4926,10.6,0,28.2,8.9,1.5,Azul,Sedentario
23,7.5,13777,4.4,5,?,0.8,2.6,Cinza,Ativo
38,7.1,3541,6.8,3,26.4,5.5,1.6,Cinza,Moderadamente_Ativo
36,6.9,9962,6.3,3,28.5,5.1,2.5,Branco,Moderadamente_Ativo
23,6.7,7494,5.9,4,?,6.5,2.3,Branco,Moderadamente_Ativo
45,8.1,7651,7.2,3,26.1,5.9,1.5,Preto,Moderadamente_Ativo
53,7.5,2995,9.6,0,?,7.6,0.6,Vermelho,Sedentario
29,9.2,5283,3.6,3,31,5.4,2.2,Preto,Moderadamente_Ativo
39,6.2,3418,13,0,31.7,7.1,1.2,Cinza,Sedentario
35,8.9,13662,3.4,5,25.6,2.4,3.4,Branco,Ativo
49,3.8,2059,12.4,0,30.6,8.5,1.4,Amarelo,Sedentario
44,7.5,7207,8.2,2,22.3,4.8,2.2,Vermelho,Moderadamente_Ativo
18,9.1,12586,4.3,5,19.7,3.3,2.8,Verde,Ativo
31,7,7396,6.4,3,31.8,4.6,2.2,Vermelho,Moderadamente_Ativo
60,5.6,2984,8.9,0,35.3,4.5,0.8,Azul,Sedentario
58,7,2379,10.3,0,29.1,9.9,0.8,Verde,Sedentario
18,8.6,10993,6,3,22.4,6,1.7,Amarelo,Moderadamente_Ativo
61,6.7,1598,11.3,0,26.3,7.8,1.1,Azul,Sedentario
